CORRECT     	EL_01211	Ministry of National Defense	Ministry of National Defense (Republic of China)
CORRECT     	EL_01212	Ministry of National Defense	Ministry of National Defense (Republic of China)
CORRECT     	EL_01213	Ministry of National Defense	Ministry of National Defense (Republic of China)
CORRECT     	EL_00477	Croydon	Croydon
WRONG KB ID 	EL_00478	Croydon	Croydon
CORRECT     	EL_00479	Croydon	Croydon
CORRECT     	EL_00480	Croydon	Croydon
CORRECT     	EL_00822	Hank Williams	Hank Williams
EXP NIL     	EL_02199	Daniel Webster	Daniel Webster
CORRECT     	EL_01810	Santa Catarina	Santa Catarina (state)
CORRECT     	EL_01811	Santa Catarina	Santa Catarina (state)
CORRECT     	EL_01812	Santa Catarina	Santa Catarina (state)
CORRECT     	EL_00316	Anita Bryant	Anita Bryant
EXP NIL     	EL_01059	LCA	HAL Tejas
CORRECT     	EL_00494	DOE	United States Department of Energy
CORRECT     	EL_02016	Transport Workers Union	Transport Workers Union of America
CORRECT     	EL_02017	Transport Workers Union	Transport Workers Union of America
CORRECT     	EL_00819	Hamilton, Ontario	Hamilton, Ontario
WRONG KB ID 	EL_01305	Martinsburg, W. Va	Martinsburg (Amtrak station)
WRONG KB ID 	EL_01306	Martinsburg, W. Va	Martinsburg (Amtrak station)
CORRECT     	EL_00197	Bombay Stock Exchange	Bombay Stock Exchange
CORRECT     	EL_01740	David Lee Roth	David Lee Roth
CORRECT     	EL_01160	Louisville, Kentucky	Louisville, Kentucky
CORRECT     	EL_00447	Tom Cole	Tom Cole
CORRECT     	EL_00301	Broomfield, Colorado	Broomfield, Colorado
CORRECT     	EL_00302	Broomfield, Colorado	Broomfield, Colorado
CORRECT     	EL_00303	Broomfield, Colorado	Broomfield, Colorado
CORRECT     	EL_00304	Broomfield	Broomfield, Colorado
CORRECT     	EL_00305	Broomfield, Colorado	Broomfield, Colorado
CORRECT     	EL_01822	Savannah, Georgia	Savannah, Georgia
CORRECT     	EL_01823	Savannah	Savannah, Georgia
CORRECT     	EL_00878	Huntington, Indiana	Huntington, Indiana
CORRECT     	EL_00298	Brooke Hogan	Brooke Hogan
WRONG KB ID 	EL_00709	General Motors Corp.	General Motors
WRONG KB ID 	EL_00710	General Motors Corp	General Motors
CORRECT     	EL_00817	Hamburg	Hamburg
CORRECT     	EL_00818	Hamburg	Hamburg
CORRECT     	EL_00411	Centralia, Washington	Centralia, Washington
WRONG KB ID 	EL_01732	Rock Springs, Wyoming	Rock Springs massacre
WRONG KB ID 	EL_01733	Rock Springs, Wyoming	Rock Springs massacre
CORRECT     	EL_00044	Appleton, Wisconsin	Appleton, Wisconsin
CORRECT     	EL_00045	Appleton, Wisconsin	Appleton, Wisconsin
CORRECT     	EL_01479	Napa, California	Napa, California
CORRECT     	EL_00395	Caroline Kennedy	Caroline Kennedy
CORRECT     	EL_00396	Caroline Kennedy	Caroline Kennedy
EXP NIL     	EL_01481	Narita	Narita International Airport
CORRECT     	EL_01788	Salem, Oregon	Salem, Oregon
CORRECT     	EL_01012	KLM	KLM
CORRECT     	EL_01942	Jon Stewart	Jon Stewart
CORRECT     	EL_01946	Jon Stewart	Jon Stewart
EXP NIL     	EL_01911	St. Etienne	Gelson Fernandes
CORRECT     	EL_01557	Nigeria	Nigeria
CORRECT     	EL_01558	Nigeria	Nigeria
CORRECT     	EL_00590	Donnie Edwards	Donnie Edwards
CORRECT     	EL_00185	Bedford, Indiana	Bedford, Indiana
EXP NIL     	EL_01269	Mainichi newspaper	Mainichi Shimbun
CORRECT     	EL_01270	Mainichi newspaper	Mainichi Shimbun
CORRECT     	EL_01271	Mainichi newspaper	Mainichi Shimbun
CORRECT     	EL_01067	Liberal Democratic Party	Liberal Democratic Party (Japan)
CORRECT     	EL_00201	BUSH	George W. Bush
CORRECT     	EL_00202	BUSH	George W. Bush
WRONG KB ID 	EL_02204	Westport, New York	Westport, New York
WRONG KB ID 	EL_02205	Westport, New York	Westport, New York
CORRECT     	EL_02209	Will	William Shakespeare
CORRECT     	EL_01099	Latium	Lazio
CORRECT     	EL_01774	Shanghai Stock Exchange	Shanghai Stock Exchange
